"UserID","sex","age"
"ID10005084","F",55
"ID10005085","M",47
"ID20005086","F",55
"ID10005087","F",55
"ID20005088","F",58
"ID20005089","M",31
"ID10005090","M",40
"ID10005091","M",40
"ID10005092","M",34
"ID20005093","F",56
"ID20005094","F",52
"ID10005095","M",35
"ID20005096","F",57
"ID20005097","M",31
"ID10005098","F",52
"ID10005099","M",24
"ID20005100","F",50
"ID10005101","M",35
"ID20005102","M",40
"ID20005103","M",34
"ID10005104","M",36
"ID10005105","M",34
"ID10005106","M",31
"ID20005107","F",56
"ID10005108","M",54
"ID20005109","F",58
"ID20005110","M",25
"ID10005111","M",31
"ID20005112","M",33
"ID10005113","F",57
"ID20005114","F",56
"ID10005115","F",55
"ID20005116","F",57
"ID20005117","F",56
"ID20005118","F",48
"ID20005119","M",32
"ID10005120","M",24
"ID20005121","M",34
"ID20005122","F",55
"ID20005123","F",52
"ID20005124","M",46
"ID20005125","M",45
"ID10005126","F",58
"ID10005127","M",31
"ID20005128","M",29
"ID10005129","F",56
"ID20005130","M",37
"ID10005131","F",55
"ID20005132","F",56
"ID20005133","F",55
"ID20005134","M",31
"ID10005135","M",29
"ID10005136","F",52
"ID10005137","M",39
"ID10005138","F",61
"ID10005139","F",51
"ID10005140","M",24
"ID10005141","M",32
"ID20005142","F",59
"ID10005143","F",54
"ID10005144","F",57
"ID10005145","F",51
"ID20005146","M",28
"ID10005147","M",27
"ID20005148","M",27
"ID20005149","M",33
"ID10005150","M",34
"ID10005151","F",50
"ID10005152","M",36
"ID10005153","F",57
"ID20005154","M",34
"ID10005155","M",22
"ID20005156","F",53
"ID20005157","F",60
"ID20005158","F",58
"ID20005159","M",41
"ID20005160","M",34
"ID20005161","M",28
"ID20005162","M",32
"ID10005163","M",29
"ID10005164","M",43
"ID20005165","M",32
"ID10005166","F",54
"ID10005167","M",37
"ID10005168","F",51
"ID20005169","F",58
"ID20005170","M",42
"ID20005171","M",44
"ID10005172","M",28
"ID10005173","M",29
"ID10005174","F",66
"ID20005175","M",37
"ID10005176","M",30
"ID20005177","F",55
"ID10005178","M",25
"ID10005179","F",55
"ID10005180","M",35
"ID20005181","M",36
"ID20005182","M",23
"ID10005183","M",28
"ID20005184","M",27
"ID10005185","M",40
"ID20005186","M",32
"ID20005187","M",23
"ID20005188","M",44
"ID10005189","M",30
"ID20005190","F",53
"ID20005191","M",38
"ID20005192","F",55
"ID10005193","F",59
"ID10005194","M",33
"ID10005195","M",34
"ID20005196","F",52
"ID20005197","F",54
"ID10005198","M",35
"ID20005199","M",37
"ID10005200","M",37
"ID10005201","F",55
"ID10005202","F",51
"ID10005203","M",32
"ID20005204","M",40
"ID10005205","M",27
"ID20005206","M",25
"ID20005207","M",33
"ID20005208","M",45
"ID20005209","F",57
"ID20005210","F",54
"ID20005211","M",44
"ID20005212","M",36
"ID20005213","M",33
"ID20005214","M",24
"ID10005215","M",42
"ID10005216","F",54
"ID20005217","M",26
"ID20005218","M",40
"ID10005219","M",39
"ID10005220","F",52
"ID10005221","F",50
"ID20005222","M",37
"ID20005223","F",57
"ID20005224","F",58
"ID10005225","M",34
"ID10005226","M",34
"ID10005227","F",57
"ID10005228","M",30
"ID20005229","M",39
"ID20005230","F",54
"ID20005231","F",50
"ID20005232","F",57
"ID10005233","M",40
"ID10005234","F",55
"ID20005235","M",43
"ID10005236","F",54
"ID20005237","M",21
"ID10005238","F",48
"ID10005239","M",46
"ID10005240","M",34
"ID20005241","M",47
"ID10005242","M",51
"ID20005243","M",32
"ID10005244","M",43
"ID20005245","F",53
"ID20005246","M",34
"ID20005247","F",53
"ID10005248","M",35
"ID20005249","M",36
"ID20005250","M",51
"ID10005251","F",58
"ID10005252","M",31
"ID10005253","F",50
"ID10005254","F",60
"ID10005255","M",41
"ID20005256","F",52
"ID10005257","F",58
"ID20005258","F",51
"ID20005259","F",50
"ID10005260","M",47
"ID10005261","F",50
"ID10005262","F",56
"ID10005263","F",58
"ID10005264","F",55
"ID10005265","F",50
"ID10005266","F",50
"ID20005267","M",38
"ID10005268","M",38
"ID20005269","M",34
"ID10005270","M",30
"ID10005271","F",52
"ID10005272","F",59
"ID20005273","F",57
"ID20005274","F",55
"ID10005275","F",53
"ID20005276","F",52
"ID10005277","F",50
"ID20005278","F",59
"ID20005279","M",26
"ID10005280","F",57
"ID20005281","F",56
"ID10005282","M",34
"ID10005283","F",53
"ID20005284","M",42
"ID20005285","M",35
"ID10005286","M",36
"ID10005287","M",40
"ID10005288","M",47
"ID20005289","M",27
"ID10005290","M",42
"ID10005291","F",59
"ID20005292","F",53
"ID20005293","M",47
"ID20005294","M",25
"ID10005295","M",31
"ID20005296","M",39
"ID10005297","M",32
"ID10005298","F",58
"ID20005299","M",41
"ID20005300","F",55
"ID10005301","M",32
"ID20005302","M",20
"ID10005303","M",33
"ID20005304","F",56
"ID20005305","M",35
"ID10005306","F",58
"ID10005307","M",40
"ID10005308","M",35
"ID20005309","M",35
"ID10005310","M",31
"ID20005311","M",47
"ID20005312","M",41
"ID10005313","F",56
"ID10005314","M",44
"ID20005315","M",34
"ID10005316","M",36
"ID10005317","F",53
"ID10005318","F",57
"ID20005319","M",37
"ID20005320","M",39
"ID20005321","M",39
"ID10005322","M",34
"ID20005323","M",26
"ID20005324","M",45
"ID10005325","F",54
"ID20005326","F",55
"ID10005327","M",27
"ID10005328","M",34
"ID10005329","M",32
"ID10005330","M",37
"ID20005331","M",32
"ID20005332","M",42
"ID10005333","F",54
"ID10005334","F",49
"ID20005335","F",49
"ID20005336","F",54
"ID10005337","M",43
"ID20005338","F",52
"ID20005339","F",55
"ID10005340","F",58
"ID10005341","M",29
"ID10005342","M",34
"ID10005343","F",59
"ID20005344","M",38
"ID10005345","F",54
